ordering,ppmRepPotus,ppmDemPotus,1M-ppmDemPotus,ppmRepOther,ppmDemOther,1M-ppmDemOther,BonusToTrump,BonusToBiden,totalBallots,locality
 836545, 683493, 310096, 689904, 718750, 278044, 721956, 323715, 660260,   1248,VillageofGrossePointeShoresAMichiganCityPrecinct1
 840565, 367088, 626883, 373117, 401446, 593128, 406872, 328210, 668775,   1659,CharterTownshipofCantonPrecinct38
 841190, 351116, 642679, 357321, 381513, 604838, 395162, 348015, 689205,   1612,CharterTownshipofCantonPrecinct37
 848640, 413945, 578859, 421141, 449916, 545102, 454898, 320145, 668785,   1807,CityofGrossePointeFarmsPrecinct5
 848730, 467391, 515398, 484602, 494565, 472826, 527174, 364130, 712860,   1104,CharterTownshipofPlymouthPrecinct2
 858065, 523441, 465224, 534776, 561566, 431736, 568264, 309375, 667440,   1941,CharterTownshipofPlymouthPrecinct11
 864375, 246963, 732793, 267207, 271255, 684210, 315790, 378540, 742915,    247,CityofDetroitPrecinct473
 874015, 275590, 696850, 303150, 303149, 649606, 350394, 362205, 736220,    254,CityofDetroitPrecinct480
 874365, 440201, 549748, 450252, 476381, 511055, 488945, 319100, 693465,   1990,CityofGrossePointeWoodsPrecinct3
 887365, 479102, 500509, 499491, 522426, 466360, 533640, 283380, 670745,   1962,CharterTownshipofNorthvillePrecinct12
 892505, 429451, 556182, 443818, 468445, 516675, 483325, 305030, 697535,   1949,CharterTownshipofCantonPrecinct8
 896000, 480417, 505657, 494343, 519582, 465622, 534378, 304175, 700175,   1149,CharterTownshipofNorthvillePrecinct1
 903230, 494994, 491101, 508899, 539488, 454949, 545051, 277530, 680760,   1798,CharterTownshipofPlymouthPrecinct7
 905285, 484549, 501567, 498433, 523510, 459471, 540529, 305195, 710480,   2233,CharterTownshipofNorthvillePrecinct6
 921855, 430351, 554360, 445640, 472253, 511891, 488109, 290490, 712345,   1766,CityofGrossePointeWoodsPrecinct5
 925005, 401666, 586111, 413889, 444444, 543888, 456112, 286110, 711115,   1800,CityofGrossePointePrecinct1
 935835, 594430, 395883, 604117, 636803, 351089, 648911, 288135, 723970,    826,VillageofGrossePointeShoresAMichiganCityPrecinct2
 940115, 255411, 725829, 274171, 301587, 683982, 316018, 269120, 709235,    693,CityofGrossePointeParkPrecinct3
 947350, 399901, 587740, 412260, 443400, 541769, 458231, 282505, 729855,   2023,CityofPlymouthPrecinct3
 948205, 322556, 663482, 336518, 366642, 617927, 382073, 279570, 727775,   1361,CityofGrossePointeParkPrecinct1
 961640, 410726, 575695, 424305, 458248, 530889, 469111, 262390, 724030,   1473,CityofGrossePointeParkPrecinct2
 971310, 388524, 605737, 394263, 434426, 557377, 442623, 270490, 741800,   1220,CityofGrossePointeParkPrecinct4
 975285, 378707, 613688, 386312, 422053, 561977, 438023, 283270, 758555,   1315,CityofGrossePointeParkPrecinct7
 996210, 414197, 561681, 438319, 467953, 516195, 483805, 231220, 727430,   1451,CityofPlymouthPrecinct4
1010645, 429816, 557115, 442885, 480154, 505324, 494676, 248310, 758955,   2066,CityofNorthvillePrecinct1
1012045, 488812, 502581, 497419, 540447, 451807, 548193, 241825, 753870,   1162,CityofGrossePointeFarmsPrecinct4
1026175, 463141, 525106, 474894, 517628, 474358, 525642, 227565, 753740,   1872,CharterTownshipofNorthvillePrecinct3
1026190, 512481, 476749, 523251, 565345, 424375, 575625, 235680, 761870,   2043,CharterTownshipofNorthvillePrecinct4
1035515, 357384, 630214, 369786, 408117, 573844, 426156, 246335, 781850,    887,CharterTownshipofNorthvillePrecinct10
1057070, 474057, 514472, 485528, 530857, 459858, 540142, 216000, 773070,   1831,CityofGrossePointeFarmsPrecinct2
1061625, 451048, 539335, 460665, 506555, 482517, 517483, 222465, 784090,   2288,CityofGrossePointePrecinct2
1109185, 548266, 446110, 553890, 611059, 387066, 612934, 186035, 795220,   1067,CityofGrossePointeFarmsPrecinct1
1114525, 586592, 407200, 592800, 650527, 348230, 651770, 180325, 794850,   1611,CityofGrossePointeFarmsPrecinct3
